ID,Walc,Result,Count
1,Very low,2,0
1,Very low,2,1
1,Very low,2,2
1,Very low,2,3
1,Very low,3,0
1,Very low,3,1
1,Very low,3,2
1,Very low,3,3
1,Very low,4,0
1,Very low,4,1
1,Very low,4,2
1,Very low,5,0
1,Very low,5,1
1,Very low,5,2
1,Very low,5,3
1,Very low,5,4
1,Very low,5,5
1,Very low,6,0
1,Very low,6,1
1,Very low,6,2
1,Very low,6,3
1,Very low,6,4
1,Very low,6,5
1,Very low,7,0
1,Very low,7,1
1,Very low,7,2
1,Very low,7,3
1,Very low,7,4
1,Very low,7,5
1,Very low,7,6
1,Very low,7,7
1,Very low,7,8
1,Very low,7,9
1,Very low,8,0
1,Very low,8,1
1,Very low,8,2
1,Very low,8,3
1,Very low,8,4
1,Very low,8,5
1,Very low,8,6
1,Very low,8,7
1,Very low,8,8
1,Very low,8,9
1,Very low,8,10
1,Very low,8,11
1,Very low,8,12
1,Very low,8,13
1,Very low,8,14
1,Very low,8,15
1,Very low,8,16
1,Very low,8,17
1,Very low,8,18
1,Very low,8,19
1,Very low,8,20
1,Very low,8,21
1,Very low,9,0
1,Very low,9,1
1,Very low,9,2
1,Very low,9,3
1,Very low,9,4
1,Very low,9,5
1,Very low,9,6
1,Very low,9,7
1,Very low,9,8
1,Very low,9,9
1,Very low,9,10
1,Very low,9,11
1,Very low,9,12
1,Very low,9,13
1,Very low,9,14
1,Very low,9,15
1,Very low,9,16
1,Very low,9,17
1,Very low,9,18
1,Very low,9,19
1,Very low,9,20
1,Very low,9,21
1,Very low,9,22
1,Very low,9,23
1,Very low,9,24
1,Very low,9,25
1,Very low,9,26
1,Very low,9,27
1,Very low,9,28
1,Very low,10,0
1,Very low,10,1
1,Very low,10,2
1,Very low,10,3
1,Very low,10,4
1,Very low,10,5
1,Very low,10,6
1,Very low,10,7
1,Very low,10,8
1,Very low,10,9
1,Very low,10,10
1,Very low,10,11
1,Very low,10,12
1,Very low,10,13
1,Very low,10,14
1,Very low,10,15
1,Very low,10,16
1,Very low,10,17
1,Very low,10,18
1,Very low,10,19
1,Very low,10,20
1,Very low,10,21
1,Very low,10,22
1,Very low,10,23
1,Very low,10,24
1,Very low,10,25
1,Very low,10,26
1,Very low,10,27
1,Very low,10,28
1,Very low,10,29
1,Very low,10,30
1,Very low,10,31
1,Very low,10,32
1,Very low,10,33
1,Very low,10,34
1,Very low,10,35
1,Very low,10,36
1,Very low,10,37
1,Very low,10,38
1,Very low,10,39
1,Very low,10,40
1,Very low,10,41
1,Very low,10,42
1,Very low,11,0
1,Very low,11,1
1,Very low,11,2
1,Very low,11,3
1,Very low,11,4
1,Very low,11,5
1,Very low,11,6
1,Very low,11,7
1,Very low,11,8
1,Very low,11,9
1,Very low,11,10
1,Very low,11,11
1,Very low,11,12
1,Very low,11,13
1,Very low,11,14
1,Very low,11,15
1,Very low,11,16
1,Very low,11,17
1,Very low,11,18
1,Very low,11,19
1,Very low,11,20
1,Very low,11,21
1,Very low,11,22
1,Very low,11,23
1,Very low,11,24
1,Very low,11,25
1,Very low,11,26
1,Very low,11,27
1,Very low,11,28
1,Very low,11,29
1,Very low,11,30
1,Very low,11,31
1,Very low,11,32
1,Very low,11,33
1,Very low,11,34
1,Very low,11,35
1,Very low,11,36
1,Very low,11,37
1,Very low,11,38
1,Very low,11,39
1,Very low,11,40
1,Very low,11,41
1,Very low,11,42
1,Very low,11,43
1,Very low,11,44
1,Very low,11,45
1,Very low,11,46
1,Very low,12,0
1,Very low,12,1
1,Very low,12,2
1,Very low,12,3
1,Very low,12,4
1,Very low,12,5
1,Very low,12,6
1,Very low,12,7
1,Very low,12,8
1,Very low,12,9
1,Very low,12,10
1,Very low,12,11
1,Very low,12,12
1,Very low,12,13
1,Very low,12,14
1,Very low,12,15
1,Very low,12,16
1,Very low,12,17
1,Very low,12,18
1,Very low,12,19
1,Very low,12,20
1,Very low,12,21
1,Very low,12,22
1,Very low,12,23
1,Very low,12,24
1,Very low,12,25
1,Very low,12,26
1,Very low,12,27
1,Very low,12,28
1,Very low,12,29
1,Very low,12,30
1,Very low,12,31
1,Very low,12,32
1,Very low,12,33
1,Very low,12,34
1,Very low,12,35
1,Very low,12,36
1,Very low,12,37
1,Very low,12,38
1,Very low,12,39
1,Very low,13,0
1,Very low,13,1
1,Very low,13,2
1,Very low,13,3
1,Very low,13,4
1,Very low,13,5
1,Very low,13,6
1,Very low,13,7
1,Very low,13,8
1,Very low,13,9
1,Very low,13,10
1,Very low,13,11
1,Very low,13,12
1,Very low,13,13
1,Very low,13,14
1,Very low,13,15
1,Very low,13,16
1,Very low,13,17
1,Very low,13,18
1,Very low,13,19
1,Very low,13,20
1,Very low,13,21
1,Very low,13,22
1,Very low,13,23
1,Very low,13,24
1,Very low,13,25
1,Very low,13,26
1,Very low,13,27
1,Very low,13,28
1,Very low,13,29
1,Very low,13,30
1,Very low,13,31
1,Very low,13,32
1,Very low,13,33
1,Very low,13,34
1,Very low,13,35
1,Very low,13,36
1,Very low,13,37
1,Very low,13,38
1,Very low,13,39
1,Very low,13,40
1,Very low,13,41
1,Very low,13,42
1,Very low,13,43
1,Very low,13,44
1,Very low,13,45
1,Very low,13,46
1,Very low,13,47
1,Very low,13,48
1,Very low,13,49
1,Very low,13,50
1,Very low,13,51
1,Very low,13,52
1,Very low,13,53
1,Very low,14,0
1,Very low,14,1
1,Very low,14,2
1,Very low,14,3
1,Very low,14,4
1,Very low,14,5
1,Very low,14,6
1,Very low,14,7
1,Very low,14,8
1,Very low,14,9
1,Very low,14,10
1,Very low,14,11
1,Very low,14,12
1,Very low,14,13
1,Very low,14,14
1,Very low,14,15
1,Very low,14,16
1,Very low,14,17
1,Very low,14,18
1,Very low,14,19
1,Very low,14,20
1,Very low,14,21
1,Very low,14,22
1,Very low,14,23
1,Very low,14,24
1,Very low,14,25
1,Very low,14,26
1,Very low,14,27
1,Very low,14,28
1,Very low,14,29
1,Very low,14,30
1,Very low,14,31
1,Very low,14,32
1,Very low,14,33
1,Very low,14,34
1,Very low,14,35
1,Very low,14,36
1,Very low,14,37
1,Very low,14,38
1,Very low,15,0
1,Very low,15,1
1,Very low,15,2
1,Very low,15,3
1,Very low,15,4
1,Very low,15,5
1,Very low,15,6
1,Very low,15,7
1,Very low,15,8
1,Very low,15,9
1,Very low,15,10
1,Very low,15,11
1,Very low,15,12
1,Very low,15,13
1,Very low,15,14
1,Very low,15,15
1,Very low,15,16
1,Very low,15,17
1,Very low,15,18
1,Very low,15,19
1,Very low,15,20
1,Very low,15,21
1,Very low,15,22
1,Very low,15,23
1,Very low,15,24
1,Very low,15,25
1,Very low,15,26
1,Very low,15,27
1,Very low,15,28
1,Very low,15,29
1,Very low,15,30
1,Very low,15,31
1,Very low,15,32
1,Very low,15,33
1,Very low,15,34
1,Very low,16,0
1,Very low,16,1
1,Very low,16,2
1,Very low,16,3
1,Very low,16,4
1,Very low,16,5
1,Very low,16,6
1,Very low,16,7
1,Very low,16,8
1,Very low,16,9
1,Very low,16,10
1,Very low,16,11
1,Very low,16,12
1,Very low,16,13
1,Very low,16,14
1,Very low,16,15
1,Very low,16,16
1,Very low,16,17
1,Very low,16,18
1,Very low,16,19
1,Very low,16,20
1,Very low,16,21
1,Very low,16,22
1,Very low,17,0
1,Very low,17,1
1,Very low,17,2
1,Very low,17,3
1,Very low,17,4
1,Very low,17,5
1,Very low,17,6
1,Very low,17,7
1,Very low,17,8
1,Very low,17,9
1,Very low,17,10
1,Very low,17,11
1,Very low,17,12
1,Very low,17,13
1,Very low,17,14
1,Very low,17,15
1,Very low,18,0
1,Very low,18,1
1,Very low,18,2
1,Very low,18,3
1,Very low,18,4
1,Very low,18,5
1,Very low,18,6
1,Very low,18,7
1,Very low,18,8
1,Very low,18,9
1,Very low,18,10
1,Very low,19,0
1,Very low,19,1
1,Very low,19,2
1,Very low,19,3
1,Very low,19,4
1,Very low,20,0
2,Low,2,0
2,Low,2,1
2,Low,2,2
2,Low,3,0
2,Low,4,1
2,Low,4,2
2,Low,4,3
2,Low,4,4
2,Low,5,0
2,Low,5,1
2,Low,5,2
2,Low,6,0
2,Low,6,1
2,Low,6,2
2,Low,6,3
2,Low,6,4
2,Low,7,0
2,Low,7,1
2,Low,7,2
2,Low,7,3
2,Low,7,4
2,Low,7,5
2,Low,7,6
2,Low,7,7
2,Low,8,0
2,Low,8,1
2,Low,8,2
2,Low,8,3
2,Low,8,4
2,Low,8,5
2,Low,8,6
2,Low,8,7
2,Low,8,8
2,Low,9,0
2,Low,9,1
2,Low,9,2
2,Low,9,3
2,Low,9,4
2,Low,9,5
2,Low,9,6
2,Low,9,7
2,Low,9,8
2,Low,9,9
2,Low,9,10
2,Low,9,11
2,Low,9,12
2,Low,9,13
2,Low,9,14
2,Low,10,0
2,Low,10,1
2,Low,10,2
2,Low,10,3
2,Low,10,4
2,Low,10,5
2,Low,10,6
2,Low,10,7
2,Low,10,8
2,Low,10,9
2,Low,10,10
2,Low,10,11
2,Low,10,12
2,Low,10,13
2,Low,10,14
2,Low,10,15
2,Low,10,16
2,Low,10,17
2,Low,10,18
2,Low,10,19
2,Low,10,20
2,Low,10,21
2,Low,10,22
2,Low,11,0
2,Low,11,1
2,Low,11,2
2,Low,11,3
2,Low,11,4
2,Low,11,5
2,Low,11,6
2,Low,11,7
2,Low,11,8
2,Low,11,9
2,Low,11,10
2,Low,11,11
2,Low,11,12
2,Low,11,13
2,Low,11,14
2,Low,11,15
2,Low,11,16
2,Low,11,17
2,Low,11,18
2,Low,11,19
2,Low,11,20
2,Low,11,21
2,Low,11,22
2,Low,11,23
2,Low,11,24
2,Low,11,25
2,Low,11,26
2,Low,11,27
2,Low,11,28
2,Low,11,29
2,Low,11,30
2,Low,11,31
2,Low,11,32
2,Low,12,0
2,Low,12,1
2,Low,12,2
2,Low,12,3
2,Low,12,4
2,Low,12,5
2,Low,12,6
2,Low,12,7
2,Low,12,8
2,Low,12,9
2,Low,12,10
2,Low,12,11
2,Low,12,12
2,Low,12,13
2,Low,12,14
2,Low,12,15
2,Low,12,16
2,Low,12,17
2,Low,12,18
2,Low,12,19
2,Low,12,20
2,Low,12,21
2,Low,12,22
2,Low,12,23
2,Low,12,24
2,Low,12,25
2,Low,12,26
2,Low,13,0
2,Low,13,1
2,Low,13,2
2,Low,13,3
2,Low,13,4
2,Low,13,5
2,Low,13,6
2,Low,13,7
2,Low,13,8
2,Low,13,9
2,Low,13,10
2,Low,13,11
2,Low,13,12
2,Low,13,13
2,Low,13,14
2,Low,13,15
2,Low,13,16
2,Low,13,17
2,Low,13,18
2,Low,13,19
2,Low,13,20
2,Low,13,21
2,Low,13,22
2,Low,13,23
2,Low,13,24
2,Low,13,25
2,Low,13,26
2,Low,13,27
2,Low,13,28
2,Low,13,29
2,Low,13,30
2,Low,13,31
2,Low,13,32
2,Low,14,0
2,Low,14,1
2,Low,14,2
2,Low,14,3
2,Low,14,4
2,Low,14,5
2,Low,14,6
2,Low,14,7
2,Low,14,8
2,Low,14,9
2,Low,14,10
2,Low,14,11
2,Low,14,12
2,Low,14,13
2,Low,14,14
2,Low,14,15
2,Low,14,16
2,Low,14,17
2,Low,14,18
2,Low,14,19
2,Low,14,20
2,Low,14,21
2,Low,14,22
2,Low,14,23
2,Low,15,0
2,Low,15,1
2,Low,15,2
2,Low,15,3
2,Low,15,4
2,Low,15,5
2,Low,15,6
2,Low,15,7
2,Low,15,8
2,Low,15,9
2,Low,15,10
2,Low,15,11
2,Low,15,12
2,Low,15,13
2,Low,15,14
2,Low,15,15
2,Low,15,16
2,Low,15,17
2,Low,16,0
2,Low,16,1
2,Low,16,2
2,Low,16,3
2,Low,16,4
2,Low,16,5
2,Low,16,6
2,Low,16,7
2,Low,16,8
2,Low,16,9
2,Low,16,10
2,Low,16,11
2,Low,16,12
2,Low,16,13
2,Low,16,14
2,Low,16,15
2,Low,17,0
2,Low,17,1
2,Low,17,2
2,Low,17,3
2,Low,18,0
2,Low,18,1
2,Low,18,2
2,Low,18,3
2,Low,18,4
2,Low,18,5
2,Low,18,6
2,Low,18,7
2,Low,19,0
3,Average,2,0
3,Average,3,0
3,Average,4,0
3,Average,5,0
3,Average,5,1
3,Average,5,2
3,Average,5,3
3,Average,5,4
3,Average,6,0
3,Average,6,1
3,Average,6,2
3,Average,7,0
3,Average,7,1
3,Average,7,2
3,Average,7,3
3,Average,7,4
3,Average,8,0
3,Average,8,1
3,Average,8,2
3,Average,8,3
3,Average,8,4
3,Average,8,5
3,Average,8,6
3,Average,8,7
3,Average,8,8
3,Average,8,9
3,Average,9,0
3,Average,9,1
3,Average,9,2
3,Average,9,3
3,Average,9,4
3,Average,9,5
3,Average,9,6
3,Average,9,7
3,Average,9,8
3,Average,9,9
3,Average,9,10
3,Average,9,11
3,Average,9,12
3,Average,9,13
3,Average,9,14
3,Average,9,15
3,Average,9,16
3,Average,9,17
3,Average,9,18
3,Average,9,19
3,Average,9,20
3,Average,9,21
3,Average,10,0
3,Average,10,1
3,Average,10,2
3,Average,10,3
3,Average,10,4
3,Average,10,5
3,Average,10,6
3,Average,10,7
3,Average,10,8
3,Average,10,9
3,Average,10,10
3,Average,10,11
3,Average,10,12
3,Average,10,13
3,Average,10,14
3,Average,10,15
3,Average,10,16
3,Average,10,17
3,Average,10,18
3,Average,10,19
3,Average,10,20
3,Average,10,21
3,Average,10,22
3,Average,10,23
3,Average,10,24
3,Average,10,25
3,Average,10,26
3,Average,10,27
3,Average,10,28
3,Average,10,29
3,Average,11,0
3,Average,11,1
3,Average,11,2
3,Average,11,3
3,Average,11,4
3,Average,11,5
3,Average,11,6
3,Average,11,7
3,Average,11,8
3,Average,11,9
3,Average,11,10
3,Average,11,11
3,Average,11,12
3,Average,11,13
3,Average,11,14
3,Average,11,15
3,Average,11,16
3,Average,11,17
3,Average,11,18
3,Average,11,19
3,Average,11,20
3,Average,12,0
3,Average,12,1
3,Average,12,2
3,Average,12,3
3,Average,12,4
3,Average,12,5
3,Average,12,6
3,Average,12,7
3,Average,12,8
3,Average,12,9
3,Average,12,10
3,Average,12,11
3,Average,12,12
3,Average,12,13
3,Average,12,14
3,Average,12,15
3,Average,12,16
3,Average,12,17
3,Average,12,18
3,Average,12,19
3,Average,12,20
3,Average,13,0
3,Average,13,1
3,Average,13,2
3,Average,13,3
3,Average,13,4
3,Average,13,5
3,Average,13,6
3,Average,13,7
3,Average,13,8
3,Average,13,9
3,Average,13,10
3,Average,13,11
3,Average,13,12
3,Average,13,13
3,Average,13,14
3,Average,13,15
3,Average,13,16
3,Average,13,17
3,Average,13,18
3,Average,13,19
3,Average,13,20
3,Average,13,21
3,Average,13,22
3,Average,13,23
3,Average,13,24
3,Average,13,25
3,Average,13,26
3,Average,14,0
3,Average,14,1
3,Average,14,2
3,Average,14,3
3,Average,14,4
3,Average,14,5
3,Average,14,6
3,Average,14,7
3,Average,14,8
3,Average,14,9
3,Average,14,10
3,Average,14,11
3,Average,14,12
3,Average,14,13
3,Average,14,14
3,Average,15,0
3,Average,15,1
3,Average,15,2
3,Average,15,3
3,Average,15,4
3,Average,15,5
3,Average,15,6
3,Average,15,7
3,Average,15,8
3,Average,15,9
3,Average,15,10
3,Average,15,11
3,Average,15,12
3,Average,15,13
3,Average,15,14
3,Average,15,15
3,Average,16,0
3,Average,16,1
3,Average,16,2
3,Average,16,3
3,Average,16,4
3,Average,16,5
3,Average,16,6
3,Average,16,7
3,Average,16,8
3,Average,16,9
3,Average,16,10
3,Average,16,11
3,Average,17,0
3,Average,17,1
3,Average,17,2
3,Average,17,3
3,Average,18,0
3,Average,18,1
3,Average,18,2
3,Average,18,3
3,Average,18,4
3,Average,18,5
4,High,3,0
4,High,3,1
4,High,4,0
4,High,4,1
4,High,6,0
4,High,6,1
4,High,6,2
4,High,7,0
4,High,7,1
4,High,7,2
4,High,7,3
4,High,7,4
4,High,7,5
4,High,7,6
4,High,8,0
4,High,8,1
4,High,8,2
4,High,8,3
4,High,8,4
4,High,8,5
4,High,8,6
4,High,8,7
4,High,9,0
4,High,9,1
4,High,9,2
4,High,9,3
4,High,9,4
4,High,9,5
4,High,9,6
4,High,9,7
4,High,9,8
4,High,9,9
4,High,9,10
4,High,9,11
4,High,9,12
4,High,9,13
4,High,10,0
4,High,10,1
4,High,10,2
4,High,10,3
4,High,10,4
4,High,10,5
4,High,10,6
4,High,10,7
4,High,10,8
4,High,10,9
4,High,10,10
4,High,10,11
4,High,10,12
4,High,10,13
4,High,10,14
4,High,10,15
4,High,10,16
4,High,10,17
4,High,10,18
4,High,10,19
4,High,10,20
4,High,10,21
4,High,10,22
4,High,10,23
4,High,10,24
4,High,10,25
4,High,10,26
4,High,10,27
4,High,10,28
4,High,10,29
4,High,10,30
4,High,11,0
4,High,11,1
4,High,11,2
4,High,11,3
4,High,11,4
4,High,11,5
4,High,11,6
4,High,11,7
4,High,11,8
4,High,11,9
4,High,11,10
4,High,11,11
4,High,11,12
4,High,11,13
4,High,11,14
4,High,11,15
4,High,11,16
4,High,11,17
4,High,11,18
4,High,11,19
4,High,11,20
4,High,12,0
4,High,12,1
4,High,12,2
4,High,12,3
4,High,12,4
4,High,12,5
4,High,12,6
4,High,12,7
4,High,12,8
4,High,12,9
4,High,12,10
4,High,12,11
4,High,12,12
4,High,12,13
4,High,12,14
4,High,12,15
4,High,12,16
4,High,13,0
4,High,13,1
4,High,13,2
4,High,13,3
4,High,13,4
4,High,13,5
4,High,13,6
4,High,13,7
4,High,13,8
4,High,13,9
4,High,13,10
4,High,13,11
4,High,13,12
4,High,13,13
4,High,13,14
4,High,14,0
4,High,14,1
4,High,14,2
4,High,14,3
4,High,14,4
4,High,14,5
4,High,15,0
4,High,15,1
4,High,15,2
4,High,15,3
4,High,15,4
4,High,16,5
4,High,16,6
4,High,16,7
4,High,16,8
4,High,16,9
4,High,17,0
4,High,18,0
5,Very High,3,0
5,Very High,4,0
5,Very High,5,0
5,Very High,6,0
5,Very High,7,0
5,Very High,7,0
5,Very High,7,0
5,Very High,7,0
5,Very High,7,0
5,Very High,7,0
5,Very High,7,0
5,Very High,8,0
5,Very High,8,1
5,Very High,8,2
5,Very High,8,3
5,Very High,8,4
5,Very High,9,0
5,Very High,9,1
5,Very High,9,2
5,Very High,9,3
5,Very High,9,4
5,Very High,9,5
5,Very High,9,6
5,Very High,9,7
5,Very High,9,8
5,Very High,9,9
5,Very High,10,0
5,Very High,10,1
5,Very High,10,2
5,Very High,10,3
5,Very High,10,4
5,Very High,10,5
5,Very High,10,6
5,Very High,10,7
5,Very High,10,8
5,Very High,11,0
5,Very High,11,1
5,Very High,11,2
5,Very High,11,3
5,Very High,11,4
5,Very High,11,5
5,Very High,11,6
5,Very High,11,7
5,Very High,11,8
5,Very High,11,9
5,Very High,11,10
5,Very High,11,11
5,Very High,12,0
5,Very High,12,1
5,Very High,12,2
5,Very High,12,3
5,Very High,12,4
5,Very High,12,5
5,Very High,12,6
5,Very High,12,7
5,Very High,13,0
5,Very High,13,1
5,Very High,13,2
5,Very High,13,3
5,Very High,13,4
5,Very High,13,5
5,Very High,13,6
5,Very High,14,0
5,Very High,14,1
5,Very High,14,2
5,Very High,15,0
5,Very High,15,1
5,Very High,15,2
5,Very High,16,0
5,Very High,16,1
5,Very High,16,2
5,Very High,18,0
5,Very High,18,1
